ts_ms,window_start_ms,tau_s,direction,best_ev,ev_a,ev_b,raw_edge_a,raw_edge_b,p_band,pm_is_low_target,up_ask,down_ask,up_ask_okx,down_ask_okx,target_px,target_px_okx,gap_bps,gap_bps_okx,book_age_ms,book_age_ms_okx
1787841641000,1787841600000,259.0,pmUP+okxDOWN,0.002538799999999952,0.002538799999999952,-0.19812719999999984,0.002538799999999952,-0.19812719999999984,0.0,true,0.25,0.76,0.42,0.73,80201.18411699349,80206.3,-4.560436525856002,-6.233924267794425,0,82
1787841641501,1787841600000,258.499,pmUP+okxDOWN,0.03365180000000001,0.03365180000000001,-0.22697220000000007,0.03365180000000001,-0.22697220000000007,0.0,true,0.22,0.79,0.42,0.73,80201.18411699349,80206.3,-4.560436525856002,-6.233924267794425,2,82
1787841642500,1787841600000,257.5,pmUP+okxDOWN,0.021912000000000043,0.021912000000000043,-0.2478617999999999,0.021912000000000043,-0.2478617999999999,0.0,true,0.26,0.77,0.46,0.7,80201.18411699349,80206.3,-5.397600205947715,-5.560660446873352,0,83
1787841643000,1787841600000,257.0,pmUP+okxDOWN,0.01158300000000001,0.01158300000000001,-0.21893280000000015,0.01158300000000001,-0.21893280000000015,0.0,true,0.27,0.74,0.46,0.7,80201.18411699349,80206.3,-5.696958917099204,-5.560660446873352,1,83
1787841643500,1787841600000,256.5,pmUP+okxDOWN,0.01158300000000001,0.01158300000000001,-0.21893280000000015,0.01158300000000001,-0.21893280000000015,0.0,true,0.27,0.74,0.46,0.7,80201.18411699349,80206.3,-6.714891074131272,-5.560660446873352,4,83
1787841644001,1787841600000,255.999,pmUP+okxDOWN,0.05126620000000004,0.05126620000000004,-0.25896799999999986,0.05126620000000004,-0.25896799999999986,0.0,true,0.27,0.74,0.5,0.66,80201.18411699349,80206.3,-6.714891074131272,-5.473385507124593,0,86
1787841644500,1787841600000,255.5,pmUP+okxDOWN,0.060458800000000035,0.060458800000000035,-0.26959219999999995,0.060458800000000035,-0.26959219999999995,0.0,true,0.29,0.72,0.53,0.63,80201.18411699349,80206.3,-6.714891074131272,-4.750250292060078,1,82
1787841645000,1787841600000,255.0,pmUP+okxDOWN,0.060458800000000035,0.060458800000000035,-0.26959219999999995,0.060458800000000035,-0.26959219999999995,0.0,true,0.29,0.72,0.53,0.63,80201.18411699349,80206.3,-5.57435966753896,-4.750250292060078,6,82
1787841645501,1787841600000,254.499,pmUP+okxDOWN,0.060458800000000035,0.060458800000000035,-0.2596031999999999,0.060458800000000035,-0.2596031999999999,0.0,true,0.29,0.72,0.52,0.63,80201.18411699349,80206.3,-5.57435966753896,-4.413618381599541,0,85
1787841646000,1787841600000,254.0,pmUP+okxDOWN,0.05051820000000007,0.05051820000000007,-0.2596031999999999,0.05051820000000007,-0.2596031999999999,0.0,true,0.29,0.72,0.52,0.64,80201.18411699349,80206.3,-5.522240990298932,-4.376214835992412,0,285
1787841646500,1787841600000,253.5,pmUP+okxDOWN,0.04058200000000001,0.04058200000000001,-0.2496098,0.04058200000000001,-0.2496098,0.0,true,0.29,0.72,0.51,0.65,80201.18411699349,80206.3,-5.107490225209959,-4.288939896243653,3,85
1787841647000,1787841600000,253.0,pmUP+okxDOWN,0.07040380000000002,0.07040380000000002,-0.26959219999999995,0.07040380000000002,-0.26959219999999995,0.0,true,0.29,0.72,0.53,0.62,80201.18411699349,80206.3,-5.107490225209959,-4.288939896243653,1,85
1787841647500,1787841600000,252.5,pmUP+okxDOWN,0.04058200000000001,0.04058200000000001,-0.23961199999999971,0.04058200000000001,-0.23961199999999971,0.0,true,0.29,0.72,0.5,0.65,80201.18411699349,80206.3,-5.107490225209959,-4.139325713815135,0,86
1787841648000,1787841600000,252.0,pmUP+okxDOWN,0.04058200000000001,0.04058200000000001,-0.23961199999999971,0.04058200000000001,-0.23961199999999971,0.0,true,0.29,0.72,0.5,0.65,80201.18411699349,80206.3,-4.234864780044398,-4.139325713815135,1,86
1787841648500,1787841600000,251.5,pmUP+okxDOWN,0.04058200000000001,0.04058200000000001,-0.22960979999999998,0.04058200000000001,-0.22960979999999998,0.0,true,0.29,0.72,0.49,0.65,80201.18411699349,80206.3,-4.234864780044398,-4.139325713815135,4,284
1787841649001,1787841600000,250.999,pmUP+okxDOWN,0.029639799999999883,0.029639799999999883,-0.24045319999999992,0.029639799999999883,-0.24045319999999992,0.0,true,0.32,0.69,0.53,0.63,80201.18411699349,80206.3,-4.264921147352438,-4.076986471137191,0,80
1787841649500,1787841600000,250.5,pmUP+okxDOWN,0.07862999999999987,0.07862999999999987,-0.21118820000000005,0.07862999999999987,-0.21118820000000005,0.0,true,0.35,0.66,0.53,0.55,80201.18411699349,80206.3,-4.131375036203337,-2.1444699481209195,4,84
1787841650000,1787841600000,250.0,pmUP+okxDOWN,0.0782027999999999,0.0782027999999999,-0.1916081999999999,0.0782027999999999,-0.1916081999999999,0.0,true,0.37,0.64,0.53,0.53,80201.18411699349,80206.3,-4.131375036203337,-1.832773734731198,8,67
1787841650500,1787841600000,249.5,pmUP+okxDOWN,0.09818519999999997,0.09818519999999997,-0.1916081999999999,0.09818519999999997,-0.1916081999999999,0.0,true,0.37,0.64,0.53,0.51,80201.18411699349,80206.3,-4.131375036203337,-1.1719777623464405,0,85
