n_pairs,b_diff_mean,b_diff_std,abs_b_diff_p50,abs_b_diff_p90,ref_src_diff_mean_usd,ref_src_diff_std_usd,target_diff_mean_usd
47964,-0.0070990326077891765,0.1343093533200123,0.05500000000000016,0.21499999999999997,5.53112265562175,10.51112247999953,5.222074815452724
